filename,img_array,label,size,shape,img_dimensions,mode
r5966.jpg,"[[[117 154 196]
  [116 155 196]
  [114 156 196]
  ...
  [114 150 186]
  [113 149 185]
  [111 149 185]]

 [[117 154 196]
  [116 155 196]
  [114 156 196]
  ...
  [114 150 186]
  [113 149 185]
  [111 149 185]]

 [[116 155 196]
  [116 155 196]
  [114 156 196]
  ...
  [114 150 186]
  [114 150 186]
  [111 149 185]]

 ...

 [[137 142 146]
  [132 137 141]
  [143 148 152]
  ...
  [180 181 186]
  [183 182 187]
  [174 174 176]]

 [[149 158 163]
  [161 170 175]
  [168 177 182]
  ...
  [180 181 185]
  [188 188 190]
  [186 186 186]]

 [[142 153 159]
  [163 174 180]
  [170 181 187]
  ...
  [174 175 179]
  [183 183 185]
  [188 188 188]]]",1,2104320,"(685, 1024, 3)",3,RGB
r6060.jpg,"[[[166 179 214]
  [189 198 205]
  [209 208 224]
  ...
  [ 34  93 185]
  [ 27  88 179]
  [ 29  94 186]]

 [[204 203 221]
  [198 198 208]
  [184 180 203]
  ...
  [ 50  93 195]
  [ 52  94 196]
  [ 39  82 186]]

 [[147 161 187]
  [125 140 179]
  [120 136 187]
  ...
  [ 37  80 182]
  [ 38  81 186]
  [ 41  85 194]]

 ...

 [[193 207 233]
  [199 211 237]
  [202 212 239]
  ...
  [132 143 165]
  [150 155 161]
  [175 171 185]]

 [[201 213 235]
  [204 215 237]
  [208 216 239]
  ...
  [106 114 125]
  [129 132 137]
  [158 154 171]]

 [[206 217 235]
  [209 216 235]
  [209 216 235]
  ...
  [ 84  88  91]
  [ 91  91  99]
  [159 154 176]]]",1,360000,"(300, 400, 3)",3,RGB
r5175.jpg,"[[[100 105 109]
  [102 107 111]
  [ 80  85  88]
  ...
  [178 190 206]
  [178 190 206]
  [178 190 206]]

 [[104 109 113]
  [ 93  98 102]
  [ 98 103 106]
  ...
  [178 190 206]
  [178 190 206]
  [178 190 206]]

 [[ 91  96 100]
  [ 84  89  93]
  [ 88  93  97]
  ...
  [178 190 206]
  [178 190 206]
  [178 190 206]]

 ...

 [[ 46  51  57]
  [ 56  61  67]
  [ 43  48  54]
  ...
  [  3   6  11]
  [ 12  17  21]
  [ 44  49  53]]

 [[ 59  64  70]
  [ 49  54  60]
  [ 50  55  61]
  ...
  [  8  12  15]
  [  0   4   8]
  [ 15  20  24]]

 [[ 46  54  57]
  [ 64  72  75]
  [ 46  53  59]
  ...
  [  6  10  11]
  [ 12  17  20]
  [  3   8  11]]]",1,222630,"(205, 362, 3)",3,RGB
r5603.jpg,"[[[112 145 216]
  [112 145 216]
  [112 145 216]
  ...
  [ 29  90 196]
  [ 29  90 196]
  [ 29  90 196]]

 [[112 145 216]
  [112 145 216]
  [112 145 216]
  ...
  [ 29  90 196]
  [ 29  90 196]
  [ 29  90 196]]

 [[112 145 216]
  [112 145 216]
  [112 145 216]
  ...
  [ 30  91 197]
  [ 30  91 197]
  [ 30  91 197]]

 ...

 [[189 191 178]
  [196 199 190]
  [209 213 212]
  ...
  [203 198 194]
  [228 223 219]
  [220 215 211]]

 [[206 215 198]
  [186 196 185]
  [181 191 190]
  ...
  [229 225 216]
  [218 214 203]
  [216 212 201]]

 [[203 216 198]
  [176 190 177]
  [163 177 177]
  ...
  [196 192 181]
  [209 205 193]
  [215 211 199]]]",1,306720,"(240, 426, 3)",3,RGB
r5262.jpg,"[[190 226 236 ... 246 249 254]
 [174 213 220 ... 255 255 254]
 [187 198 186 ... 246 241 252]
 ...
 [160 198 207 ...  84  73  84]
 [182 198 207 ...  67  85  84]
 [178 216 216 ...  70  97  82]]",1,119600,"(299, 400)",2,L
r5839.jpg,"[[[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 ...

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]]",1,14013336,"(1501, 3112, 3)",3,RGB
r5961.jpg,"[[[238 242 254]
  [238 242 254]
  [238 242 254]
  ...
  [242 235 253]
  [242 235 253]
  [242 235 253]]

 [[237 241 253]
  [237 241 253]
  [237 241 253]
  ...
  [242 235 253]
  [242 235 253]
  [242 235 253]]

 [[238 240 252]
  [238 240 252]
  [238 240 252]
  ...
  [239 234 254]
  [239 234 254]
  [239 234 254]]

 ...

 [[126 112 161]
  [131 118 164]
  [134 121 167]
  ...
  [157 155 194]
  [131 128 171]
  [107 104 147]]

 [[144 132 182]
  [123 111 159]
  [127 113 162]
  ...
  [187 185 222]
  [177 175 215]
  [163 162 202]]

 [[160 148 198]
  [129 117 167]
  [121 107 156]
  ...
  [198 196 233]
  [192 192 230]
  [184 183 223]]]",1,319200,"(266, 400, 3)",3,RGB
r5513.jpg,"[[[  4   0   0]
  [ 10   4   4]
  [ 13   7   7]
  ...
  [  6   0   0]
  [ 28  22  22]
  [  5   0   0]]

 [[214 208 208]
  [217 211 211]
  [233 227 227]
  ...
  [240 234 234]
  [216 210 210]
  [ 24  18  18]]

 [[211 205 205]
  [225 219 219]
  [231 225 225]
  ...
  [227 221 221]
  [255 253 253]
  [  8   2   2]]

 ...

 [[127  66  63]
  [ 95  34  31]
  [ 92  24  25]
  ...
  [255 255 255]
  [254 254 254]
  [  6   6   6]]

 [[ 92  33  29]
  [ 92  33  29]
  [100  34  35]
  ...
  [255 255 255]
  [254 254 254]
  [  6   6   6]]

 [[ 70  12   8]
  [ 61   2   0]
  [ 66   2   2]
  ...
  [255 255 255]
  [254 254 254]
  [  6   6   6]]]",1,205212,"(196, 349, 3)",3,RGB
r6067.jpg,"[[[ 82 104 161]
  [ 82 104 161]
  [ 82 104 162]
  ...
  [ 63  95 172]
  [ 63  95 172]
  [ 64  96 173]]

 [[ 81 103 160]
  [ 81 103 161]
  [ 81 103 161]
  ...
  [ 63  95 172]
  [ 63  95 172]
  [ 63  95 172]]

 [[ 81 103 161]
  [ 81 103 161]
  [ 81 103 161]
  ...
  [ 62  94 171]
  [ 62  94 171]
  [ 62  94 171]]

 ...

 [[ 99 101  96]
  [ 92  94  89]
  [106 107 102]
  ...
  [ 56  61  57]
  [ 46  51  47]
  [ 42  44  41]]

 [[ 69  75  75]
  [ 78  84  84]
  [ 76  81  84]
  ...
  [ 59  64  60]
  [ 67  72  65]
  [ 50  55  51]]

 [[ 64  70  70]
  [ 71  77  77]
  [ 69  74  77]
  ...
  [ 60  65  61]
  [ 71  77  67]
  [ 58  63  57]]]",1,319200,"(266, 400, 3)",3,RGB
r5172.jpg,"[[[ 90 146 221]
  [ 91 147 222]
  [ 95 148 224]
  ...
  [161 198 242]
  [161 198 242]
  [162 199 243]]

 [[ 89 145 220]
  [ 90 146 221]
  [ 93 146 222]
  ...
  [161 198 242]
  [160 197 241]
  [161 198 242]]

 [[ 90 146 221]
  [ 90 146 221]
  [ 92 145 221]
  ...
  [161 198 242]
  [160 199 242]
  [160 199 242]]

 ...

 [[  9  12  43]
  [ 53  65  87]
  [133 160 167]
  ...
  [ 15   8  15]
  [ 17   8   9]
  [ 23  15  13]]

 [[ 57  79 100]
  [ 87 113 130]
  [ 80 110 120]
  ...
  [ 22  17  21]
  [ 17  11  13]
  [ 18  12  12]]

 [[ 99 131 146]
  [119 151 164]
  [ 44  73  87]
  ...
  [ 20  15  19]
  [ 13   7   9]
  [ 25  19  19]]]",1,810000,"(450, 600, 3)",3,RGB
r5604.jpg,"[[[177 178 183]
  [177 178 183]
  [177 178 183]
  ...
  [171 170 178]
  [171 170 178]
  [171 170 178]]

 [[177 178 183]
  [177 178 183]
  [177 178 183]
  ...
  [171 170 178]
  [171 170 178]
  [171 170 178]]

 [[177 178 183]
  [177 178 183]
  [177 178 183]
  ...
  [171 170 178]
  [171 170 178]
  [171 170 178]]

 ...

 [[ 65  67  66]
  [ 64  66  65]
  [ 64  66  65]
  ...
  [ 99 106 116]
  [ 99 106 116]
  [ 99 106 116]]

 [[ 68  70  69]
  [ 67  69  68]
  [ 66  68  67]
  ...
  [ 99 106 116]
  [ 99 106 116]
  [ 98 105 115]]

 [[ 65  67  66]
  [ 68  70  69]
  [ 69  71  70]
  ...
  [ 99 106 116]
  [ 99 106 116]
  [ 98 105 115]]]",1,318000,"(265, 400, 3)",3,RGB
r5265.jpg,"[[[104 126 149]
  [104 126 149]
  [105 127 150]
  ...
  [115 137 160]
  [117 139 163]
  [119 141 165]]

 [[102 124 147]
  [103 125 148]
  [104 126 149]
  ...
  [117 139 162]
  [119 141 165]
  [121 143 167]]

 [[103 125 148]
  [104 126 149]
  [105 127 150]
  ...
  [119 141 164]
  [120 142 166]
  [122 144 168]]

 ...

 [[186 173 165]
  [185 172 164]
  [188 175 167]
  ...
  [147 156 163]
  [147 156 163]
  [148 157 164]]

 [[188 173 168]
  [187 172 167]
  [185 172 166]
  ...
  [145 154 159]
  [151 160 165]
  [159 168 173]]

 [[192 177 174]
  [189 174 171]
  [184 170 167]
  ...
  [145 152 158]
  [155 163 166]
  [170 178 181]]]",1,2359296,"(768, 1024, 3)",3,RGB
r5087.jpg,"[[[120 170 231]
  [120 170 231]
  [121 171 232]
  ...
  [237 246 255]
  [237 246 255]
  [237 246 255]]

 [[121 171 232]
  [121 171 232]
  [121 171 232]
  ...
  [237 246 255]
  [237 246 255]
  [237 246 255]]

 [[122 172 233]
  [122 172 233]
  [122 172 233]
  ...
  [237 246 255]
  [237 246 255]
  [237 246 255]]

 ...

 [[ 96 125 169]
  [110 142 183]
  [133 165 206]
  ...
  [166 191 222]
  [167 192 223]
  [166 191 222]]

 [[ 76 107 151]
  [ 83 115 156]
  [101 133 174]
  ...
  [172 195 226]
  [174 197 228]
  [174 197 228]]

 [[ 71 102 146]
  [ 84 116 157]
  [ 77 109 150]
  ...
  [176 199 230]
  [177 200 231]
  [176 199 230]]]",1,213954,"(211, 338, 3)",3,RGB
r5720.jpg,"[[[ 29 148 214]
  [ 28 147 213]
  [ 28 147 213]
  ...
  [ 39 148 213]
  [ 39 148 213]
  [ 40 149 214]]

 [[ 29 148 214]
  [ 29 148 214]
  [ 29 148 214]
  ...
  [ 39 148 213]
  [ 39 148 213]
  [ 39 148 213]]

 [[ 30 149 215]
  [ 30 149 215]
  [ 30 149 215]
  ...
  [ 39 148 213]
  [ 39 148 213]
  [ 39 148 213]]

 ...

 [[171 183 197]
  [166 178 192]
  [157 169 183]
  ...
  [186 185 191]
  [183 182 188]
  [181 180 186]]

 [[166 178 190]
  [169 181 193]
  [169 181 193]
  ...
  [183 184 188]
  [181 180 186]
  [177 178 182]]

 [[168 181 189]
  [167 180 188]
  [168 182 191]
  ...
  [184 188 189]
  [177 178 182]
  [173 177 178]]]",1,308400,"(257, 400, 3)",3,RGB
r5894.jpg,"[[[ 15  16  20]
  [ 23  24  28]
  [ 27  28  32]
  ...
  [151 151 153]
  [162 162 164]
  [153 153 155]]

 [[ 54  55  59]
  [  6   7  11]
  [  9  10  14]
  ...
  [152 152 154]
  [155 155 157]
  [150 150 152]]

 [[168 167 172]
  [ 87  86  91]
  [ 43  42  47]
  ...
  [152 152 154]
  [153 153 155]
  [152 152 154]]

 ...

 [[208 208 210]
  [208 208 210]
  [206 206 208]
  ...
  [127 123 140]
  [136 133 152]
  [147 144 163]]

 [[209 209 211]
  [210 210 212]
  [208 208 210]
  ...
  [128 125 144]
  [136 135 149]
  [143 143 155]]

 [[210 210 212]
  [212 212 214]
  [211 211 213]
  ...
  [127 127 137]
  [134 135 139]
  [139 140 142]]]",1,249606,"(283, 294, 3)",3,RGB
r5341.jpg,"[[[ 54  90 116]
  [ 54  90 116]
  [ 54  90 116]
  ...
  [ 62  99 126]
  [ 63 100 129]
  [ 63 100 129]]

 [[ 54  90 116]
  [ 54  90 116]
  [ 54  90 116]
  ...
  [ 62  99 126]
  [ 63 100 129]
  [ 63 100 129]]

 [[ 54  90 116]
  [ 54  90 116]
  [ 54  89 117]
  ...
  [ 62  99 126]
  [ 63 100 129]
  [ 63 100 129]]

 ...

 [[155 162 170]
  [155 162 170]
  [155 162 170]
  ...
  [151 156 160]
  [157 165 167]
  [156 166 167]]

 [[155 162 170]
  [155 162 170]
  [155 162 170]
  ...
  [154 162 165]
  [157 165 168]
  [156 166 168]]

 [[155 162 170]
  [155 162 170]
  [155 162 170]
  ...
  [159 167 170]
  [157 165 168]
  [156 166 168]]]",1,150738,"(259, 194, 3)",3,RGB
r4973.jpg,"[[[134 134 136]
  [111 111 113]
  [145 145 147]
  ...
  [ 19  18  16]
  [ 40  35  32]
  [ 95  90  86]]

 [[151 151 153]
  [107 107 109]
  [146 146 148]
  ...
  [ 20  19  17]
  [ 12   8   5]
  [ 45  42  37]]

 [[133 133 135]
  [127 127 129]
  [151 151 153]
  ...
  [ 19  17  18]
  [ 14  13  11]
  [ 22  21  17]]

 ...

 [[209 209 211]
  [210 210 212]
  [220 220 222]
  ...
  [106 103  98]
  [ 91  90  86]
  [ 78  77  73]]

 [[213 213 215]
  [215 215 217]
  [230 230 232]
  ...
  [110 107 102]
  [ 87  86  82]
  [ 72  71  67]]

 [[228 228 230]
  [226 226 228]
  [239 239 241]
  ...
  [101  98  93]
  [ 95  94  90]
  [ 79  78  74]]]",1,1821870,"(653, 930, 3)",3,RGB
r5437.jpg,"[[[248 249 253]
  [246 247 251]
  [244 245 249]
  ...
  [251 251 251]
  [251 251 251]
  [252 252 252]]

 [[244 245 249]
  [242 243 247]
  [240 241 245]
  ...
  [251 251 251]
  [251 251 251]
  [252 252 252]]

 [[242 243 247]
  [240 241 245]
  [238 239 243]
  ...
  [250 250 250]
  [251 251 251]
  [251 251 251]]

 ...

 [[243 243 241]
  [229 229 227]
  [255 255 253]
  ...
  [240 240 240]
  [240 240 240]
  [240 240 240]]

 [[255 255 251]
  [242 243 238]
  [255 255 251]
  ...
  [240 240 240]
  [240 240 240]
  [240 240 240]]

 [[241 242 237]
  [253 254 249]
  [245 246 241]
  ...
  [240 240 240]
  [240 240 240]
  [240 240 240]]]",1,316800,"(400, 264, 3)",3,RGB
r5845.jpg,"[[[220 227 246]
  [213 220 239]
  [213 221 240]
  ...
  [197 204 220]
  [223 231 244]
  [229 237 250]]

 [[221 228 247]
  [213 220 239]
  [209 217 236]
  ...
  [230 237 253]
  [237 245 255]
  [231 239 252]]

 [[214 222 241]
  [210 218 237]
  [206 214 233]
  ...
  [207 214 230]
  [205 213 226]
  [201 209 222]]

 ...

 [[ 74  76  89]
  [ 70  72  87]
  [ 72  73  91]
  ...
  [ 86  97 115]
  [ 67  78  96]
  [ 44  52  71]]

 [[ 70  72  85]
  [ 69  71  86]
  [ 78  79  97]
  ...
  [ 93 106 123]
  [ 60  73  90]
  [ 50  61  79]]

 [[ 67  69  84]
  [ 64  66  81]
  [ 78  79  97]
  ...
  [ 65  81  97]
  [ 47  63  79]
  [ 41  54  71]]]",1,210375,"(255, 275, 3)",3,RGB
r5390.jpg,"[[[253 253 253]
  [253 253 253]
  [253 253 253]
  ...
  [165 180 213]
  [138 153 186]
  [166 181 214]]

 [[253 253 253]
  [253 253 253]
  [253 253 253]
  ...
  [161 176 209]
  [154 169 202]
  [167 182 215]]

 [[253 253 253]
  [253 253 253]
  [253 253 253]
  ...
  [152 167 200]
  [158 173 206]
  [160 175 208]]

 ...

 [[230 230 218]
  [234 234 222]
  [239 239 227]
  ...
  [ 60  73 105]
  [ 75  90 123]
  [108 120 158]]

 [[244 244 232]
  [246 246 234]
  [248 248 236]
  ...
  [102 116 145]
  [ 93 106 138]
  [129 142 176]]

 [[251 249 237]
  [253 251 239]
  [255 253 241]
  ...
  [152 164 190]
  [138 149 177]
  [166 177 207]]]",1,163047,"(139, 391, 3)",3,RGB
r5056.jpg,"[[[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [254 255 255]
  [254 255 255]
  [254 255 255]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [254 255 255]
  [254 255 255]
  [254 255 255]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 ...

 [[172 168 169]
  [  8   3   7]
  [  3   0   4]
  ...
  [ 14  11  20]
  [  3   0   9]
  [ 36  33  42]]

 [[199 195 196]
  [ 19  14  18]
  [ 12   7  14]
  ...
  [ 42  39  50]
  [106 103 114]
  [151 148 159]]

 [[186 181 185]
  [  5   0   4]
  [ 80  75  82]
  ...
  [ 56  54  67]
  [158 156 169]
  [202 200 213]]]",1,313200,"(261, 400, 3)",3,RGB
